,id,join_date,sex,company_type,wfh,designation,work_hours,fatigue_score,burn_rate
363,fffe32003600310032003100,2008-09-24,Female,Service,Yes,4.0,8.0,0.9400000000000001,0.83
364,fffe31003800310037003600,2008-09-30,Male,Service,Yes,4.0,7.0,0.79,0.73
365,fffe3300310034003800,2008-02-23,Male,Product,Yes,0.0,2.0,0.21000000000000002,0.15
366,fffe31003500390033003400,2008-10-26,Male,Service,Yes,2.0,5.0,0.42000000000000004,0.3
367,fffe3700370039003400,2008-04-01,Male,Service,No,1.0,3.0,0.6599999999999999,0.47
368,fffe31003200350033003500,2008-06-17,Female,Product,No,4.0,6.0,0.71,0.68
369,fffe3600330034003100,2008-08-10,Male,Product,No,5.0,10.0,0.97,0.87
370,fffe3800350034003900,2008-05-25,Female,Product,Yes,1.0,2.0,0.55,0.4
371,fffe31003800360032003600,2008-05-22,Female,Service,No,1.0,3.0,0.52,0.43
372,fffe31003400390031003500,2008-01-13,Male,Product,No,4.0,7.0,0.8400000000000001,0.64
373,fffe32003600360038003900,2008-08-06,Male,Product,No,2.0,3.0,0.33999999999999997,0.26
374,fffe3500340031003000,2008-02-19,Male,Service,No,2.0,4.0,0.72,0.59
375,fffe32003700350037003900,2008-09-13,Male,Service,No,2.0,6.0,0.7,0.52
376,fffe3500340033003400,2008-09-26,Female,Service,No,2.0,5.0,0.73,0.56
377,fffe3100350038003300,2008-06-06,Male,Service,No,3.0,6.0,0.65,0.56
379,fffe3100390036003900,2008-12-16,Male,Service,No,1.0,4.0,0.58,0.53
380,fffe32003900340036003400,2008-01-16,Male,Service,No,2.0,4.0,0.62,0.4
381,fffe3200380030003000,2008-04-11,Female,Service,No,2.0,4.0,0.42000000000000004,0.31
383,fffe33003200310037003800,2008-02-24,Male,Service,No,1.0,5.0,0.6599999999999999,0.54
385,fffe33003100370039003200,2008-02-02,Male,Product,No,2.0,6.0,0.75,0.55
386,fffe32003600320034003600,2008-07-06,Male,Service,Yes,1.0,2.0,0.38,0.22
388,fffe31003700370038003300,2008-01-20,Female,Product,Yes,3.0,5.0,0.5,0.4
389,fffe3700360038003900,2008-09-02,Male,Service,Yes,3.0,6.0,0.79,0.64
390,fffe33003400330038003800,2008-11-24,Male,Service,Yes,3.0,5.0,0.65,0.48
391,fffe31003900350036003300,2008-10-07,Female,Service,Yes,1.0,3.0,0.52,0.39
392,fffe33003400330036003300,2008-07-05,Female,Service,Yes,3.0,5.0,0.5599999999999999,0.4
393,fffe31003100360033003300,2008-04-04,Female,Product,Yes,2.0,4.0,0.62,0.49
395,fffe3400300032003700,2008-06-14,Female,Service,No,2.0,2.0,0.39,0.29
396,fffe3800390038003100,2008-06-03,Male,Service,Yes,2.0,5.0,0.61,0.41
397,fffe32003700320030003400,2008-11-12,Male,Service,Yes,2.0,5.0,0.55,0.37
398,fffe3300380031003800,2008-08-26,Male,Product,No,3.0,6.0,0.86,0.68
399,fffe32003600360038003300,2008-04-29,Female,Service,Yes,2.0,5.0,0.71,0.58
400,fffe31003600320037003300,2008-05-17,Female,Service,No,2.0,6.0,0.6900000000000001,0.55
402,fffe32003700330034003900,2008-08-06,Female,Product,Yes,2.0,3.0,0.6900000000000001,0.5
404,fffe32003500340038003800,2008-12-30,Male,Product,Yes,2.0,3.0,0.63,0.44
405,fffe32003800370032003300,2008-06-19,Male,Service,Yes,2.0,3.0,0.5700000000000001,0.37
408,fffe32003800360035003900,2008-01-30,Male,Service,No,3.0,7.0,0.63,0.62
409,fffe33003400370039003500,2008-05-13,Male,Product,No,2.0,4.0,0.67,0.57
412,fffe32003500390035003800,2008-10-04,Male,Service,Yes,3.0,5.0,0.49000000000000005,0.37
413,fffe33003000350037003300,2008-02-11,Male,Service,Yes,1.0,4.0,0.54,0.35
414,fffe3500380033003400,2008-12-22,Male,Service,No,4.0,6.0,0.7,0.55
416,fffe33003300360038003400,2008-06-16,Female,Service,Yes,2.0,4.0,0.65,0.61
417,fffe3600300031003100,2008-03-12,Male,Product,Yes,2.0,3.0,0.4,0.2
418,fffe3200390033003200,2008-04-27,Female,Product,Yes,0.0,1.0,0.4,0.2
422,fffe32003300320031003800,2008-09-21,Female,Service,Yes,1.0,3.0,0.37,0.17
424,fffe3100360039003600,2008-12-15,Male,Service,No,2.0,4.0,0.52,0.47
425,fffe31003100360030003000,2008-09-10,Male,Service,No,0.0,1.0,0.27999999999999997,0.12
427,fffe31003300320037003300,2008-04-19,Female,Product,No,3.0,6.0,0.82,0.65
428,fffe31003300340033003900,2008-10-11,Female,Service,Yes,3.0,4.0,0.55,0.42
429,fffe3900300030003000,2008-07-15,Female,Service,No,1.0,1.0,0.36,0.28
430,fffe31003500370039003900,2008-07-08,Male,Product,Yes,2.0,5.0,0.6900000000000001,0.67
431,fffe31003200390033003300,2008-06-20,Female,Product,No,5.0,9.0,0.9400000000000001,0.88
432,fffe33003400370035003500,2008-01-12,Male,Service,Yes,1.0,3.0,0.36,0.29
433,fffe33003100310033003900,2008-11-24,Male,Service,No,2.0,5.0,0.6799999999999999,0.6
434,fffe31003400380030003200,2008-05-22,Male,Service,Yes,0.0,1.0,0.38,0.17
435,fffe31003500350037003400,2008-02-14,Female,Product,Yes,1.0,2.0,0.16,0.08
436,fffe31003200330039003800,2008-12-02,Male,Service,No,2.0,4.0,0.54,0.48
437,fffe31003500380030003300,2008-12-24,Female,Service,No,2.0,4.0,0.73,0.51
438,fffe33003400310032003100,2008-03-10,Female,Service,Yes,0.0,2.0,0.4,0.3
439,fffe32003400320030003700,2008-02-08,Female,Service,No,2.0,4.0,0.7,0.54
440,fffe33003100330031003100,2008-01-24,Female,Service,No,4.0,8.0,0.78,0.74
442,fffe32003200380032003800,2008-08-29,Male,Service,Yes,1.0,3.0,0.33999999999999997,0.29
443,fffe33003300390038003100,2008-07-29,Male,Product,No,3.0,6.0,0.74,0.52
444,fffe3100340039003700,2008-06-29,Female,Product,No,3.0,6.0,0.6599999999999999,0.46
445,fffe32003500330035003800,2008-03-21,Female,Service,No,1.0,3.0,0.47000000000000003,0.37
446,fffe32003700340037003100,2008-04-13,Male,Service,Yes,1.0,4.0,0.47000000000000003,0.36
447,fffe3200370031003400,2008-01-11,Male,Product,No,2.0,5.0,0.49000000000000005,0.39
448,fffe32003500320036003800,2008-11-19,Male,Service,No,2.0,6.0,0.8699999999999999,0.7
449,fffe32003800350038003400,2008-11-09,Female,Product,No,2.0,4.0,0.5599999999999999,0.38
450,fffe32003600330031003300,2008-08-20,Male,Service,Yes,5.0,9.0,0.9400000000000001,0.88
451,fffe3900370038003000,2008-07-30,Male,Service,Yes,1.0,2.0,0.36,0.22
452,fffe33003100300030003300,2008-09-09,Female,Service,No,3.0,6.0,0.72,0.63
454,fffe3300330037003700,2008-08-23,Male,Product,No,2.0,5.0,0.72,0.66
455,fffe3200390036003400,2008-10-08,Female,Service,Yes,2.0,5.0,0.65,0.49
457,fffe3200360035003800,2008-12-02,Male,Service,No,1.0,2.0,0.52,0.44
460,fffe31003800380033003700,2008-02-02,Female,Service,Yes,2.0,4.0,0.55,0.45
461,fffe32003800380038003000,2008-09-03,Female,Product,Yes,0.0,1.0,0.41,0.2
462,fffe3100350038003500,2008-06-05,Male,Service,No,5.0,10.0,0.9199999999999999,0.75
463,fffe32003900330039003500,2008-09-23,Female,Product,Yes,1.0,1.0,0.26,0.09
464,fffe32003300380032003300,2008-02-03,Female,Service,No,1.0,2.0,0.55,0.39
465,fffe31003900330036003000,2008-04-30,Male,Service,Yes,2.0,4.0,0.25,0.14
466,fffe32003300390033003400,2008-09-05,Female,Service,Yes,3.0,7.0,0.58,0.55
467,fffe32003000340030003800,2008-01-30,Female,Service,Yes,1.0,1.0,0.32,0.2
468,fffe32003600330037003100,2008-06-18,Male,Product,No,3.0,7.0,0.8300000000000001,0.66
469,fffe32003700300032003200,2008-08-15,Male,Service,No,1.0,3.0,0.45999999999999996,0.38
471,fffe31003100320039003300,2008-01-13,Female,Service,No,2.0,4.0,0.6799999999999999,0.46
472,fffe31003600340037003100,2008-01-14,Male,Service,Yes,1.0,3.0,0.49000000000000005,0.43
473,fffe32003900390038003200,2008-05-10,Male,Service,No,3.0,6.0,0.64,0.51
475,fffe31003500320032003000,2008-01-10,Female,Service,No,2.0,4.0,0.6900000000000001,0.5
476,fffe32003900350036003600,2008-06-13,Female,Service,No,2.0,5.0,0.6,0.55
477,fffe32003800320038003800,2008-05-29,Female,Service,Yes,3.0,5.0,0.65,0.5
478,fffe33003400370037003000,2008-11-15,Female,Product,Yes,1.0,2.0,0.5700000000000001,0.48
480,fffe3200350034003000,2008-02-11,Male,Service,No,2.0,5.0,0.76,0.6
481,fffe31003700340039003100,2008-11-29,Male,Service,No,3.0,5.0,0.6,0.53
482,fffe31003400370039003700,2008-12-20,Female,Product,Yes,1.0,3.0,0.5599999999999999,0.34
483,fffe33003300350035003700,2008-11-10,Female,Product,Yes,3.0,5.0,0.5700000000000001,0.39
484,fffe3200390038003500,2008-11-18,Female,Service,No,3.0,4.0,0.63,0.43
485,fffe32003300310033003700,2008-10-03,Male,Service,Yes,3.0,7.0,0.67,0.63
486,fffe33003200310034003000,2008-05-26,Male,Service,Yes,3.0,6.0,0.47000000000000003,0.43
487,fffe3500300038003300,2008-07-18,Female,Product,Yes,2.0,4.0,0.39,0.32
488,fffe32003400390036003200,2008-07-28,Male,Service,Yes,1.0,4.0,0.38,0.33
489,fffe31003600330031003500,2008-08-06,Female,Product,Yes,0.0,1.0,0.39,0.21
490,fffe32003200390038003700,2008-06-28,Male,Service,No,4.0,8.0,0.67,0.65
491,fffe33003000390039003100,2008-03-16,Female,Product,Yes,2.0,2.0,0.35,0.27
492,fffe33003000300037003700,2008-07-26,Female,Service,No,3.0,8.0,0.79,0.76
493,fffe32003000390039003700,2008-07-26,Female,Service,Yes,1.0,1.0,0.2,0.04
494,fffe32003600380038003500,2008-12-23,Female,Product,No,0.0,1.0,0.16999999999999998,0.13
495,fffe3900340032003800,2008-01-01,Female,Product,Yes,1.0,4.0,0.67,0.5
496,fffe3700320030003100,2008-11-03,Female,Service,Yes,1.0,3.0,0.32,0.11
497,fffe31003000380032003000,2008-05-18,Female,Product,Yes,1.0,2.0,0.49000000000000005,0.42
498,fffe32003000380034003700,2008-11-19,Male,Service,No,3.0,6.0,0.8800000000000001,0.7
499,fffe32003700390037003600,2008-09-30,Male,Service,Yes,3.0,5.0,0.62,0.41
500,fffe31003900350030003000,2008-08-27,Male,Product,No,1.0,3.0,0.42000000000000004,0.25
501,fffe31003200360035003400,2008-06-11,Female,Product,Yes,0.0,2.0,0.32999999999999996,0.18
502,fffe33003000390039003200,2008-01-09,Female,Service,No,1.0,2.0,0.52,0.28
503,fffe32003700300030003900,2008-01-12,Male,Service,Yes,2.0,3.0,0.64,0.44
504,fffe31003000300036003700,2008-08-30,Female,Product,No,3.0,6.0,0.6599999999999999,0.52
505,fffe31003700390032003500,2008-03-20,Female,Service,Yes,1.0,2.0,0.48,0.28
506,fffe31003900370032003900,2008-04-10,Female,Product,No,2.0,5.0,0.62,0.53
507,fffe31003900300038003900,2008-05-26,Female,Service,Yes,0.0,2.0,0.47000000000000003,0.27
508,fffe3600320033003700,2008-10-21,Female,Service,No,0.0,1.0,0.31,0.14
509,fffe31003500350032003200,2008-12-16,Female,Product,No,3.0,6.0,0.6,0.53
511,fffe32003300380036003600,2008-07-14,Female,Service,Yes,1.0,2.0,0.32999999999999996,0.24
512,fffe31003800320036003900,2008-01-06,Female,Product,No,3.0,6.0,0.8099999999999999,0.67
513,fffe32003600300031003000,2008-09-28,Female,Product,Yes,2.0,4.0,0.62,0.38
514,fffe33003300350037003700,2008-10-24,Male,Service,Yes,2.0,6.0,0.6900000000000001,0.65
515,fffe31003300350033003700,2008-10-26,Female,Service,No,1.0,3.0,0.55,0.46
516,fffe33003200360038003800,2008-02-14,Female,Service,No,3.0,5.0,0.42000000000000004,0.31
517,fffe3200320031003100,2008-01-14,Female,Service,No,3.0,7.0,0.61,0.55
519,fffe370038003800,2008-09-21,Female,Product,No,0.0,1.0,0.0,0.0
520,fffe360030003400,2008-09-10,Female,Product,No,4.0,7.0,0.62,0.51
522,fffe33003200300031003200,2008-04-02,Female,Product,Yes,1.0,3.0,0.47000000000000003,0.23
523,fffe32003700360039003600,2008-10-15,Female,Service,Yes,2.0,4.0,0.51,0.41
524,fffe33003100340030003200,2008-06-30,Female,Service,No,1.0,2.0,0.47000000000000003,0.27
525,fffe320031003200,2008-08-05,Male,Service,Yes,1.0,3.0,0.61,0.41
526,fffe33003400310032003900,2008-12-14,Female,Product,No,2.0,4.0,0.27,0.16
527,fffe3600390039003600,2008-08-17,Male,Service,No,4.0,7.0,0.6900000000000001,0.66
528,fffe32003400390032003800,2008-02-13,Female,Service,Yes,3.0,6.0,0.5900000000000001,0.49
530,fffe3100330032003200,2008-06-04,Female,Service,No,1.0,3.0,0.44000000000000006,0.29
531,fffe32003600390032003600,2008-12-23,Male,Service,Yes,3.0,5.0,0.65,0.47
533,fffe33003100330034003900,2008-07-27,Female,Service,Yes,2.0,4.0,0.45999999999999996,0.31
534,fffe32003700350039003200,2008-03-22,Female,Product,No,2.0,5.0,0.6799999999999999,0.65
537,fffe32003700300034003200,2008-03-03,Male,Product,Yes,2.0,5.0,0.65,0.51
538,fffe33003000310031003200,2008-12-06,Male,Product,Yes,1.0,2.0,0.36,0.2
539,fffe33003000370030003400,2008-07-15,Female,Service,Yes,1.0,2.0,0.39,0.25
540,fffe33003100330038003200,2008-10-10,Male,Service,No,2.0,6.0,0.64,0.57
541,fffe33003100390039003500,2008-10-22,Female,Service,Yes,3.0,5.0,0.52,0.48
542,fffe33003000300037003100,2008-05-03,Male,Service,No,2.0,5.0,0.76,0.73
543,fffe31003100310031003600,2008-08-02,Female,Service,Yes,0.0,1.0,0.38,0.22
544,fffe31003500320038003900,2008-03-15,Female,Service,No,2.0,5.0,0.77,0.59
545,fffe3800310039003600,2008-03-18,Male,Product,Yes,1.0,3.0,0.55,0.33
547,fffe31003700350034003000,2008-08-13,Male,Service,No,2.0,5.0,0.74,0.55
548,fffe3600340035003000,2008-01-21,Male,Service,No,1.0,4.0,0.48,0.36
549,fffe3400310037003400,2008-10-11,Male,Service,Yes,1.0,3.0,0.42000000000000004,0.27
550,fffe32003400320034003600,2008-08-30,Female,Product,Yes,2.0,4.0,0.5900000000000001,0.41
551,fffe32003200300030003000,2008-02-08,Female,Service,No,3.0,6.0,0.6,0.53
552,fffe32003600340039003400,2008-02-28,Female,Service,No,4.0,8.0,0.9,0.74
554,fffe32003100320031003400,2008-05-28,Male,Product,No,2.0,6.0,0.67,0.54
556,fffe32003500360034003500,2008-07-01,Male,Service,Yes,3.0,6.0,0.61,0.56
557,fffe3500340037003800,2008-12-02,Male,Service,No,1.0,3.0,0.52,0.32
559,fffe31003700310033003300,2008-02-09,Male,Service,No,4.0,7.0,0.67,0.51
560,fffe33003100320035003900,2008-05-29,Female,Service,Yes,2.0,4.0,0.5599999999999999,0.35
561,fffe31003900350039003800,2008-08-27,Male,Service,No,1.0,2.0,0.53,0.49
562,fffe31003400300032003600,2008-12-20,Female,Service,Yes,4.0,6.0,0.77,0.67
563,fffe3300340034003400,2008-09-08,Female,Service,No,2.0,4.0,0.35,0.29
565,fffe32003900320034003800,2008-10-23,Male,Service,No,2.0,4.0,0.47000000000000003,0.4
566,fffe3400310031003400,2008-02-22,Male,Service,Yes,3.0,6.0,0.5,0.35
568,fffe32003600310038003600,2008-08-11,Female,Service,Yes,1.0,2.0,0.47000000000000003,0.23
570,fffe31003000340032003400,2008-10-05,Male,Product,Yes,1.0,4.0,0.64,0.41
571,fffe32003700390036003800,2008-04-22,Male,Service,Yes,3.0,6.0,0.73,0.59
572,fffe32003200340035003000,2008-11-21,Female,Product,Yes,1.0,4.0,0.51,0.39
574,fffe32003000300039003400,2008-09-09,Female,Product,Yes,1.0,4.0,0.6,0.44
575,fffe31003200340036003200,2008-05-03,Male,Service,No,4.0,7.0,0.76,0.68
577,fffe31003300340030003800,2008-08-29,Male,Service,No,2.0,4.0,0.6,0.42
578,fffe32003300380032003700,2008-02-12,Male,Service,Yes,3.0,5.0,0.63,0.44
580,fffe32003600370038003300,2008-09-09,Female,Service,No,4.0,6.0,0.72,0.64
581,fffe32003400350036003900,2008-09-16,Female,Service,No,2.0,3.0,0.33999999999999997,0.18
583,fffe3100340030003400,2008-09-26,Male,Service,No,2.0,4.0,0.5900000000000001,0.39
584,fffe32003400360037003100,2008-02-07,Female,Product,Yes,2.0,4.0,0.4,0.32
585,fffe31003200310034003800,2008-07-05,Male,Service,No,2.0,6.0,0.61,0.58
586,fffe3600390034003300,2008-07-19,Male,Service,Yes,4.0,7.0,0.5599999999999999,0.49
587,fffe31003600340035003400,2008-10-03,Male,Service,No,3.0,5.0,0.61,0.6
588,fffe32003700320039003600,2008-12-06,Male,Service,No,2.0,6.0,0.8099999999999999,0.65
589,fffe31003600350038003500,2008-11-23,Female,Service,Yes,3.0,4.0,0.52,0.29
590,fffe31003100370037003800,2008-07-21,Male,Service,Yes,0.0,1.0,0.31,0.17
591,fffe31003800340039003300,2008-10-13,Female,Product,No,3.0,6.0,0.61,0.56
592,fffe3200340030003100,2008-10-27,Female,Service,Yes,3.0,6.0,0.5599999999999999,0.43
594,fffe31003800390039003900,2008-06-03,Female,Service,Yes,1.0,2.0,0.45,0.29
595,fffe32003600330038003300,2008-07-10,Male,Product,Yes,3.0,6.0,0.6599999999999999,0.65
597,fffe32003200390036003000,2008-11-11,Female,Service,No,4.0,7.0,0.7,0.6
598,fffe31003400300037003700,2008-11-17,Female,Service,Yes,3.0,5.0,0.54,0.34
600,fffe3600380037003400,2008-12-13,Female,Service,Yes,2.0,4.0,0.55,0.33
601,fffe31003600300033003900,2008-04-25,Female,Service,Yes,3.0,6.0,0.45999999999999996,0.35
602,fffe31003300320039003100,2008-11-04,Male,Service,No,5.0,9.0,0.78,0.79
603,fffe31003300360031003500,2008-02-18,Female,Service,Yes,1.0,4.0,0.48,0.41
604,fffe32003400300038003500,2008-07-28,Male,Service,No,4.0,8.0,0.96,0.86
605,fffe33003200360037003700,2008-10-28,Female,Service,Yes,3.0,7.0,0.8,0.8
606,fffe31003600320032003000,2008-11-05,Female,Product,Yes,3.0,5.0,0.51,0.32
607,fffe33003300320032003800,2008-08-19,Female,Service,No,3.0,6.0,0.8699999999999999,0.76
608,fffe32003400370037003600,2008-06-05,Female,Service,Yes,0.0,1.0,0.26,0.15
609,fffe32003600350037003200,2008-06-29,Female,Product,No,3.0,5.0,0.5700000000000001,0.54
610,fffe33003400380032003600,2008-09-11,Male,Service,No,4.0,8.0,0.8800000000000001,0.7
611,fffe31003800340033003300,2008-07-06,Female,Service,No,3.0,7.0,0.77,0.57
612,fffe3300360038003800,2008-10-07,Female,Product,No,1.0,3.0,0.55,0.44
613,fffe3500320034003200,2008-06-09,Female,Product,No,3.0,6.0,0.49000000000000005,0.32
614,fffe31003300370031003500,2008-08-21,Female,Product,No,3.0,5.0,0.47000000000000003,0.38
615,fffe33003400300033003300,2008-05-16,Male,Product,No,4.0,7.0,0.9199999999999999,0.82
616,fffe31003900380033003500,2008-04-17,Male,Product,No,3.0,7.0,0.62,0.58
617,fffe32003200310036003200,2008-05-21,Female,Service,No,5.0,10.0,0.95,0.94
618,fffe31003200360030003000,2008-01-19,Female,Service,No,3.0,6.0,0.53,0.43
620,fffe32003400330032003600,2008-06-11,Female,Service,Yes,1.0,4.0,0.6799999999999999,0.5
623,fffe31003000320037003900,2008-04-28,Female,Product,No,2.0,3.0,0.61,0.41
624,fffe32003800370037003400,2008-04-04,Male,Service,Yes,2.0,3.0,0.32999999999999996,0.25
625,fffe33003300300038003600,2008-08-28,Male,Service,No,2.0,6.0,0.55,0.51
628,fffe31003100380030003900,2008-09-22,Male,Service,No,2.0,7.0,0.8800000000000001,0.8
629,fffe3100380031003700,2008-12-31,Female,Service,No,2.0,4.0,0.5700000000000001,0.36
630,fffe31003200340031003000,2008-01-13,Female,Service,Yes,3.0,4.0,0.43,0.38
631,fffe32003300340032003800,2008-04-29,Female,Product,Yes,1.0,4.0,0.62,0.41
632,fffe3100310031003000,2008-06-21,Female,Product,No,3.0,5.0,0.71,0.64
633,fffe32003400350032003100,2008-10-14,Female,Service,Yes,2.0,5.0,0.37,0.3
634,fffe32003600340030003300,2008-09-09,Male,Product,No,3.0,6.0,0.5700000000000001,0.44
635,fffe32003800320035003000,2008-09-26,Male,Service,No,1.0,1.0,0.36,0.15
636,fffe33003200340036003500,2008-09-08,Female,Service,No,4.0,8.0,0.75,0.71
637,fffe32003700360031003800,2008-01-06,Male,Service,No,2.0,5.0,0.6799999999999999,0.54
638,fffe32003300320038003700,2008-01-18,Female,Service,Yes,2.0,3.0,0.5700000000000001,0.44
639,fffe3100300032003800,2008-06-01,Female,Service,No,1.0,2.0,0.06999999999999999,0.0
641,fffe32003600330030003800,2008-03-08,Female,Service,Yes,1.0,2.0,0.29,0.15
645,fffe3500350033003200,2008-09-29,Female,Service,Yes,3.0,7.0,0.75,0.77
646,fffe31003400360038003100,2008-06-14,Male,Service,No,2.0,3.0,0.63,0.48
648,fffe3700360037003600,2008-03-06,Female,Service,Yes,2.0,4.0,0.5599999999999999,0.43
649,fffe32003800380039003400,2008-11-05,Male,Service,Yes,2.0,4.0,0.27999999999999997,0.11
650,fffe32003600380039003300,2008-10-24,Male,Service,Yes,2.0,6.0,0.75,0.76
651,fffe31003800380034003600,2008-11-19,Male,Service,No,1.0,1.0,0.51,0.29
652,fffe3700370036003600,2008-08-19,Male,Service,Yes,4.0,7.0,0.64,0.63
653,fffe31003000380032003100,2008-05-30,Female,Service,Yes,3.0,7.0,0.71,0.58
654,fffe32003900340035003200,2008-12-06,Female,Product,Yes,2.0,5.0,0.58,0.48
655,fffe3300300039003100,2008-05-18,Male,Service,Yes,0.0,1.0,0.33999999999999997,0.18
656,fffe32003100360035003500,2008-12-18,Male,Product,No,3.0,5.0,0.73,0.6
657,fffe32003400300030003600,2008-09-29,Male,Product,Yes,1.0,2.0,0.44000000000000006,0.24
659,fffe33003000330037003300,2008-09-05,Male,Service,No,1.0,3.0,0.48,0.39
660,fffe31003300340030003000,2008-06-24,Male,Service,No,2.0,6.0,0.5900000000000001,0.53
661,fffe32003600350032003600,2008-07-22,Female,Service,Yes,2.0,3.0,0.44000000000000006,0.34
663,fffe350035003400,2008-02-20,Female,Product,Yes,1.0,4.0,0.54,0.41
664,fffe31003100320037003300,2008-10-12,Female,Service,No,2.0,4.0,0.53,0.44
665,fffe3100300035003000,2008-04-13,Female,Service,Yes,0.0,1.0,0.21000000000000002,0.12
666,fffe33003100380032003700,2008-12-11,Female,Service,Yes,3.0,5.0,0.67,0.45
667,fffe32003700360030003700,2008-07-27,Male,Service,No,2.0,5.0,0.43,0.36
668,fffe350030003300,2008-11-27,Male,Service,No,0.0,1.0,0.02,0.0
669,fffe33003400360036003500,2008-04-13,Male,Service,Yes,2.0,3.0,0.4,0.31
670,fffe31003300300039003700,2008-09-28,Female,Service,No,3.0,8.0,0.95,0.93
671,fffe3500350032003200,2008-03-09,Female,Service,Yes,2.0,3.0,0.27999999999999997,0.15
672,fffe3400350032003100,2008-11-27,Female,Service,Yes,0.0,1.0,0.02,0.0
673,fffe33003400330031003000,2008-04-27,Female,Product,No,3.0,5.0,0.51,0.38
674,fffe33003100370039003400,2008-10-23,Male,Service,Yes,2.0,4.0,0.38,0.31
676,fffe32003700370033003400,2008-11-29,Female,Service,Yes,1.0,2.0,0.52,0.27
677,fffe31003800340036003300,2008-06-11,Male,Product,Yes,3.0,5.0,0.6799999999999999,0.47
679,fffe3400360038003800,2008-09-02,Male,Service,No,1.0,3.0,0.55,0.35
680,fffe32003100390034003400,2008-01-23,Male,Product,No,3.0,6.0,0.7,0.69
682,fffe32003200390036003400,2008-10-26,Male,Service,Yes,4.0,8.0,0.8099999999999999,0.69
683,fffe32003600360038003500,2008-04-14,Male,Service,Yes,2.0,4.0,0.5,0.38
684,fffe32003600360038003600,2008-03-22,Male,Product,No,2.0,4.0,0.72,0.57
685,fffe32003500370032003300,2008-04-13,Male,Service,Yes,2.0,5.0,0.77,0.58
686,fffe32003900310032003700,2008-12-24,Female,Service,Yes,0.0,1.0,0.26,0.09
687,fffe32003100340036003100,2008-02-28,Female,Service,Yes,2.0,4.0,0.6,0.46
688,fffe3600320034003600,2008-03-07,Female,Service,Yes,0.0,1.0,0.32,0.12
689,fffe33003200360032003100,2008-10-05,Male,Service,No,3.0,7.0,0.8099999999999999,0.75
691,fffe31003300320035003400,2008-05-13,Female,Product,Yes,2.0,3.0,0.12,0.05
692,fffe33003400360037003600,2008-04-11,Male,Service,No,3.0,7.0,0.76,0.79
693,fffe3900370034003600,2008-01-19,Male,Service,Yes,3.0,5.0,0.74,0.63
694,fffe31003400360036003700,2008-04-23,Male,Service,Yes,3.0,5.0,0.54,0.42
695,fffe31003500350032003600,2008-10-21,Male,Service,Yes,1.0,3.0,0.55,0.46
697,fffe3100330034003300,2008-03-10,Male,Service,Yes,2.0,4.0,0.61,0.5
